"tweet_id","text","label"
"1220181242508906504","@USER01 @USER02 @USER03 Good , they should cut all aid , they're not staying there anyway , now let me get this straight,  the US gives money to ppl that are going to steal it knowingly,  what's the end game here ?","1"
"940716144784109568","All too often, those with #mentalhealth experiences are incarcerated, rather than offered the services and support… <em>URL01 Removed</em>","1"
"912303262988107777","Field Taylor might be dead she says but I miss the old Taylor with all my heart","1"
"1214754768058372096","Ultimate Doom
Episode 2 Mission 6
UV-Max
#youtube #doom #doom2 #doom2016 #finaldoom #plutonia #tnt #idsoftware #fps #evilution #teamtnt #ffa #dm #game #shooting #oldgame #johnromero #johncarmack #dos #computer #demonjuice #16bit #hobby #cooperative #multiplay <em>URL01 Removed</em>","1"
"1214571159133417472","so they are releasing new album so does that mean that they’ll drop tour dates in any day and time and it’ll end all of us?? #MAP_OF_THE_SOUL_7 #7isComing <em>URL01 Removed</em>","1"
"1220843411445444608","Villain in a crime show: *gets tazered with two taze guns* 
Villain: *is still coherent during police take down* 
Me: What the hell dude you should be drooling into oblivion. 
#cascritiques #ignoreme","1"
"1229595958620504064","If we are held arrested based on our thoughts only, we will all be in prison or dead by now.  #Alhamdulilah <em>URL01 Removed</em>","1"
"1230223432815652868","Burn some calories and raise money and awareness. Please help even if just sharing #fitness #fundraising #autism #aspergers #help #care #caring #charity #support
<em>URL01 Removed</em>","1"
"1224197435339300865","Shakria makes me hate the way I look and then feel bad about it bc I know she’d be mad that I’m down on myself","1"
"1222712780626722816","Therz smthng abt @USER01 dat touches ur heart wit his totally unintentional &amp; effortless gestures..Be it @USER02 n  now @USER03 ..n mind u, #Asim is jus being himself.

#KingAsim #AsimRiaz #AsiManshi #asimriazwinninghearts #AsimRiazForTheWin @USER04 #BiggBoss13 <em>URL01 Removed</em>","1"
"1225036096335155207","Because a large part of the GOP doesn’t care about truth. Anyone with a speechwriter can get them to all stand up and get each other off in the audience screaming America and yelling at Democrat’s about the second amendment. <em>URL01 Removed</em>","1"
"1225828547903787008","@USER01 Initially it was an accident and I had no idea what I was doing. I honestly thought it was something way different. I streamed PUBG on my Xbox. Then I few months later I found glitchy and watched his stream and learned what it was all about. I fell in love after that.","1"
