"tweet_id","text","label"
"954210262046924800","Check out the latest happening in #events. #EventGuru Times is out! URL01_Removed #metoo #sundance","1"
"987820629553549313","Will b at #Half-PriceBooks, 15146 5/12: book signing: #LightOfHope &amp; #AbandonedTrust 1st 2 books of trilogy: Romance w/Dom.Violence:loudly_crying_face:
#MeToo","1"
"946159322127654913","Thursday at 12 noon CT URL01_Removed recaps 5 stories from 2017. #WednesdayWisdom #Disneyland #PinstripeBowl #CarrieOnForeverِ #VanityFair #NextYearIPromiseTo #SouthernMiss #MilanInter #CityEdition #CNN #MSNBC #FoxNews #USATODAYNETWORK #POTUS #DNC #RNC #TMZ #MeToo URL02_Removed","1"
"1006604311910944768","Move To #LosAngeles - Come #Glow Up And Be A Superstar Like @USER01 + @USER02 And Dem!!! #KUWTK PH #Summer2018 #MeToo Remix URL01_Removed URL02_Removed","1"
"1035867428272701441","Men's Sweater Hoodie Fashion Casual Slim Ch... by MEIYao for $6.99 URL01_Removed via @USER01
#giveaway #win #competition #ethereum #blackhistorymonth #photography #happybirthday #metoo  #womensday #lifestyle  #thankful #birthday #fashion #mensfashion #gift #fashion26","1"
"959050167927365632","Do you think it is reasonable for a Pres. candidate to publically release their taxes?
#BlackHistoryMonth #ThursdayThoughts #ReleaseTheMemo #HopeHicks #Mika #DeepState #FridayEve #LangstonHughes #taxreturn #Trump #Hannity #MeToo #MAGA #FBI #DemocraticResponse #GOP #FoxNews #PBS","1"
"1037033745583366144","WINNER - WINNER (chicken dinner) !!!
Congrats to Bill O. for winning the SD Wheels / @USER01  wheel giveaway! If you're not Bill - stay tuned, you may another chance to win soon!  #teamtoxic   #freethewheel  #freewheels  no more #metoo wheels URL01_Removed","1"
"976349129977860096","Who ever retweets my last post I’ll shout you out on my twitch stream!!!!:winking_face:#firstdayofspring #SeaOfThieves #freedankula #NationalAgDay #streamer #MeToo #n4tm #DeleteFacebook #photography #BBNaija #TuesdayThoughts #TheseThingsHappened #Brigitte","1"
"938016666113531904","English with Raymond Latest News is out! URL01_Removed #metoo #ivd2017","1"
"1035195602580197377","Style by William Men's Casual Striped Short Slee... by Style by William URL01_Removed via @USER01
#giveaway #win #competition #ethereum #blackhistorymonth #photography #happybirthday #metoo  #womensday #lifestyle  #thankful #birthday #fashion #mensfashion #gift","1"
"1035369920224223232","Live Bold.
#livebold #thelbbrand #persistence #empoweringwomen #womensupportingwomen #mompreneur #atlanta #pcm #strength #unapologetic #imarchforsia #raisingboys #resist #metoo #timesup #adlife #riseofthewoman #iammodernmotherhood #create #maker #curate #artist #streetart URL01_Removed","1"
"970684168873984002","Twitter's First Oscars Ad Is a Nod to #TimesUp, #MeToo | CMO Strategy - AdAge #marketing #advertising #Twitter #MondayWisdom #mondaythoughts #MondayMotivation #Oscars  URL01_Removed","1"
"1009119202601553920","Check out Jim Morrison The Doors hand screen printed vintage style hoodie sm-3xl white #Gildan URL01_Removed via @USER01  #tvland #metv #deadandco #jazz #blues #tshirt #guitar #harleydavidson #fashion #nj #nyc #bbking #fender #depechemode #phish #gibson #beer #nra #metoo","1"
"1018434350654853120","Book giveaway! If you'd like this free copy of #pleaseletmego by @USER01 just comment below. I'll allocate n… URL01_Removed","1"
"983094603724279808","Check out Zakk Wylde vintage style t shirt hand printed guitar rock blues sm-5xlg blk #100cotton URL01_Removed via @USER01 #harleydavidson #harleytshirt #guitar #nj #southplainfieldnj #pisj #dunellennj #lespaul #deadandcompany #vintage #bikes #metoo #gibson #fender #nyc","1"
"987368979495825410","Support local business @USER01 @USER02 @USER03 @USER04  #forsale #ad #vegan #lesbian #sale #furniture #feminismart #metoo #razorfree URL01_Removed","1"
"921532774716022784","PERK of the WEEK! @USER01 has graciously signed 10 soccer balls for us! Hurry!  URL01_Removed #PhoolanTheMovie #MeToo URL02_Removed","1"
"1036614309168730112","Yingkis Women's Long Sleeve Plaid Hoodies Tunic ... by Yingkis URL01_Removed via @USER01
#giveaway #win #competition #ethereum #blackhistorymonth #photography #happybirthday #metoo  #womensday #lifestyle  #thankful #birthday #fashion #mensfashion #gift #fashion26","1"
"957268574925570051","Watch our new video single!              Link:- URL01_Removed
@USER01 @USER02 @USER03 #90feetroad #marathihiphop #MeToo #indie #MusicVideo #india #Maharashtra #mumbai #recordingstudio #OutNow #cause #music @USER04 @USER05 URL02_Removed","1"
"tid-974314597669851136","Donate here: URL01_Removed
@USER01 Innocence Innocence 
#supportindiefilm #womeninfilm #shortfilm #filmfestivals #film #femalefilmmakerfriday #gofundme #metoo #timesup #hereweare #healing #crowdfunding URL02_Removed URL03_Removed","1"
"tid-1003829708818006016","Visit my site URL01_Removed including script &amp; manuscript pitch &amp; pre-production pages. #womenwriters #amediting #revpit #adaptation #BookToMovie #femalefilmmakerfriday #MeToo #TimesUp #amwriting #amwritingromance #TIMESUPxStoryCorps #amquerying #querytips #sschat .","1"
"tid-1001459719951847424","COMING SOON! #Preorder #99cents
URL01_Removed 
When their paths cross, she finds herself caught in his web of cruelty...
A merciless dance for survival begins.
#WHOISTHEBEAST  

#metoo  
#domesticabuse
#IARTG
#kindlebooks
#books
#BookBoost
#BYNR
@USER01 URL02_Removed","1"
"tid-1021055934318096384","NEW SONG!! I made a new rap song,,, beat by #MeToo  SEND IN CASH!!  URL01_Removed  #freestyle #rapping #barz #lit #nice #JoeBuddenPodcast 
 #hiphop #MusicVideos #MusicMonday #Albany #NewYork #Rappers #vibes","1"
"tid-991195395102408704","Join @USER01 for our 8th Annual Transforming Trauma conference Friday June 1st @USER02 @USER03 @USER04 @USER05 @USER06 URL01_Removed #stopcsa #metoocsa #ibreakthesilence #JPSTEAM #metoo #toronto URL02_Removed","1"
"tid-1021413862938210304","Check out Grateful Dead and company Miracle classic hand printed t shirt sm-5xlg ryl blu  URL01_Removed via @USER01 #rorygallagher #jazz #deadandcompany #deadandco #gibson #steelydan #phish #tshirt #nyc #fender #metoo #blues #stevierayvaughan #bbking #muddywaters","1"
"tid-994080075703377920","FEMORI - you dream, we enable!
App Store (iOS) - URL01_Removed
Play Store (Android) - URL02_Removed
#womenempowerment #metoo #Femori #WednesdayWisdom #MaharanaPratap #BJPDramaExposed #BJP4betterKarnataka #IrumbuThirai2DaystoGo #KaalaAudiofromToday #आशियाना URL03_Removed","1"
"tid-938401941113024512","FEMORI - you dream, we enable!
App Store (iOS) - URL01_Removed 
Play Store (Android) - URL02_Removed 
#FilesGo #IPL2018 #karnataka4socialjustice #RBIPolicy #SushantSinghRajput #virushka #SLvIND #DELJAM #MeToo URL03_Removed","1"
"tid-1032053993743310848","SQUEEE!!! #11thPrinciple #Consent #AskFirst unicorn patches are back in stock &amp; at a reduced suggested donation. Gold &amp; Silver metallic sparkle options available here: URL01_Removed      #ConsentCulture #MeToo #11thPrincipleConsent #WeLoveConsent URL02_Removed","1"
"tid-981344479348224000","Under Armour Mens size 3XL Gray Striped Playoff 1/4 Zip mock neck pullover Shirt  #underarmour #mens3XL #golf #playoff #mockneck #pulloverfrontzip #springbreak #travel #Fashion #Toys #Electronics  #springbreak #ebayseller #dress #metoo #coat #vintage URL01_Removed","1"
"tid-922496059665940480","Our latest edition of: The People's Paper! URL01_Removed Thanks to @USER01 @USER02 #epsr #metoo","1"
"tid-993883424300654592","“Invisibility gives me a sense of security” Tickets for #Icametomakenoise on sale now! Use discount code MAKENOISE for 20% off.  URL01_Removed #ictmn #hff18 #fringefemmes #metoo #hiphop #hiphopdance #hiphoptheatre #beatbox #dance #spokenword #womenempowerment #selflove URL02_Removed","1"
"tid-952301688190328832","I bend #Metal &amp; make #art - this #necklace combines a stamped #tag &amp; #vintage skeleton #key ...find this@USER01 URL01_Removed ( #strength #recovery #fitfam #fitness #boss #MeToo #STATEment #Silver #Retro #inkfinesse #dapper #Mensfashion #mensstyle ) URL02_Removed","1"
"tid-919696089992908800","Cotton &amp; Lawn Ladies Suits With Shoes @USER01
URL01_Removed
#MeToo #Victoria @USER02 #HereWeGo #Ophelia #DETvsNO #HTTR @USER03 #Patriots #XFactor #ديربي_الغضب
#ستون_عاما_والهلال_زعيما
#زد_رصيدك13
#fashion #GirlsTalkZA #WomenIn5Words #Ladies #ladiesnight","1"
"tid-984147724823130112","Get your tickets for our fundraising event! Art for Heart - A Creative Response to #metoo  URL01_Removed  #ArtTherapy #TorontoArt #MeTooToronto #TorontoFundraiser URL02_Removed","1"
"tid-948597364583010304","Author Uproar @USER01

Check out this book - 'Kellcey' by Kacey Kells URL01_Removed   @USER02 #AuthorUproar #Kellcey #metoo #books
 URL02_Removed","1"
"tid-972193669796200448","Tweet #TinderForEquality and tag @USER01 @USER02 will get $100 for each tweet to support @USER03 ‘s work. #equalpay #TimeIsUp #TimeIsNow #MeToo","1"
"tid-986955386778472448","Check out Willie Nelson country music screen printed vintage style hoodie sm-3xl black #Gildan URL01_Removed via @USER01 #warrenhaynes #bonscott #acdc #stevierayvaughan #willienelson #wwf #metoo #trump #nyc #fender #desadandcompany #phillesh #blues #ledzep #drums #tshirt","1"
"tid-994361608699772928","COMING SOON! #Preorder #99cents
URL01_Removed    
When their paths cross, she finds herself caught in his web of cruelty...
A merciless dance for survival begins.
#WHOISTHEBEAST

#metoo
#domesticabuse
#IARTG
#kindlebooks
#books
#BookBoost
#BYNR
@USER01 URL02_Removed","1"
"tid-1010973369523736576","Last week for pre-orders! Get a free kindle version and a signed copy of the book shipped for free.
URL01_Removed    #metoo #hellsfriday URL02_Removed","1"
"tid-1050256181116035072","Join us on the worlds biggest Breakfast program @USER01 #Newsday Me &amp; @USER02

* Latest from #Florida #HurricaneMichael
* We speak to #Dancehall legend #carlenesmith on taking #Metoo to Jamaica
* &amp; #Palomafaith on #girlchild #UN URL01_Removed","1"
