"tweet_id","text","label"
"985307648705822720","Check out 1997 Original New York Guitar Show Vintage Style Gibson t shirt SM-5XLG  BLK  #100cotton URL01_Removed via @USER01 #fenderguitar #gibsonguitar #lespaul #harleydavidson #nyc #deadandcompany #telecaster #metoo #tshirts #muddywaters #bbking #zappa #drums #ledzep","1"
"966431284602945537","""The #SOLUTION to #schoolSHOOTINGS"" by #TheHealthRanger @USER01 
URL01_Removed

#TwitterLockOut #NeverAgain #Parkland #QAnon #ParkLandStudentsSpeak #NRA #Florida #MeToo #GunControl #GunControlNow #GunReformNow #FakeNews #Repost #Twitter #Democrats #Truth #Parkland","1"
"978923678837694465","Anon sub! Tight pussy #fingering  #massivecock #horny #nudes  #sexy #morning #bored #sex #porn #anal #pussy #cock… URL01_Removed","1"
"979753491953537025","NEW #VLOG! #nicoleluongo #whatCPlookslike #fblive #radiantabilities #epidemic #sexualabuse #disability… URL01_Removed","1"
"969743744688734209","Seth Rich's Parents - He Was the Leaker, 2080 URL01_Removed via @USER01 #MAGA #seth rich #MeToo #mega #Trump #POTUS45 #POTUS #Treason #WitchHunt #MuellerInvestigation #SethRich #TrumpTrain2020 #Hillary #NancyPelosi #Podesta #PodestaEmails #Wikileaks URL02_Removed","1"
"982198205499637760","LEEST U EVENMEE #DENK  #groenlinks #LinksNederland #knetter #stofdoek #MeToo #Ollongren #D66 #PvdA  #VVD #FVD URL01_Removed","1"
"989593069421977600","EVERYONE NEEDS TO FOLLOW #KanyeWest #CandaceOwens #Chance

#Cosby #MeToo #Twitter #GreatAwakenening #PresidentTrump #RedWaveRising2018 #RedPilled #MAGA #Melania #Macron #KAG2020 #KAG #dragonenergy

VIDEO:
Trump's long road to the white house:
URL01_Removed","1"
"920537461788413952","Buy Italian Coral 4.2CT
GIN: 11281423 @USER01 URL01_Removed
#BTSShow #Trump #Dhanteras #London #MeToo #Titans #diwalispecial #Diwali URL02_Removed","1"
"978925608947388416","Anon sub #fingering #masterbating #jizz #massivecock #horny #nudes  #sexy #morning #bored #sex #porn #anal #pussy… URL01_Removed","1"
"1015235636482019329","(Multi pics) ... I LOVE  elizabethwarrenma !!!!!!! #impeachtrump #metoo #pocahontas #putin #mccain #trumpmockstheworld #abolishice #immigrantsmakeamericagreat URL01_Removed","1"
"1038123533073899520","Psychic Kenneth
URL01_Removed      
#psychickennethtrends
#CelebrityPsychic
#psychickenneth
#PsychicWebsite
#allafrica
#NYtimes
#sabcnews 
#WPost
#SABC
#CNN
#ewn
#metoomovement 
#metoo official public group 
#metoomovement 
#brettkavanaugh 
#metoourbannaxal","1"
"926183625501982721","""Rick Perry"" #TrumpRussia #Manafort #Papadopoulos #Gates #Flynn #Sessions #Kushner #DonaldJr #Page #MeToo #VoteBlue #VoteThemOut #Resist :United_States: URL01_Removed","1"
"921367738651734018","Sloggi Light Lace 2.0 Hipster S16... Spare 40,00%. Nur 8,37€ URL01_Removed #MeToo URL02_Removed","1"
"1024159352305856512","FEMORI - you dream, we enable!
App Store (iOS) - URL01_Removed
Play Store (Android) - URL02_Removed
#womenempowerment #metoo #TuesdayThoughts #IkRukh100Sukh #200SaalKaBadla #VijayMallya #GulabJamun #1DayToMSGBirthMonth #MunshiPremchand #CowboyNinjaViking URL03_Removed","1"
"938775976724529158","URL01_Removed #sculpting #art #artist #painting #TimePersonOfTheYear #MeToo #SilenceBreakers #AMAs #PersonOfTheYear2017","1"
"977353079933800448","That’s about right #magaluf :face_with_tears_of_joy::face_with_tears_of_joy: #London #Glasgow #InternationalDayOfHappiness #DeleteFacebook #MeToo #SudanForever #2012vs2018 #يوم_السعادة_العالمي #HollyWilloughby #freedankula #JLINGZ #uk #comeonengland #WTF18 #lol #RETWEEET #folloMe URL01_Removed","1"
"1035532947888074753",":wind_face:

Down Down Deeper Down

#Unity4J #SerenaShim #SethRich
#TheFranklinAffair #Pedogate #Telford
#Pizzagate #q #qanon #qanon8chan #cbts
#thegreatawakening #maga #auspol #brexit
#cbts #ausmedia #wwg1wwa #metoo 

URL01_Removed","1"
"974363468391505920","SoInspiredBy
TheCallsToAction
AGAINST
#TraitorTrump
#CorruptGOP 
:red_heart::sparkling_heart::purple_heart::blue_heart::green_heart::yellow_heart:
#WomensMarch #MeToo  #DomesticViolence
#DACADreamers
#LGBTQRights
#BlackLivesMatter
#POCMatter #ImmigrantsMatter
#EqualityForAll
#GunControl
#VoterRights
#REGISTER
#VOTE:blue_heart::water_wave::United_States:
URL01_Removed","1"
"925537144109780992","FACE UR ADDICTION or WRITE UR OBITUARY!"" URL01_Removed #india #seattle #durban #bollywood #malibu #metoo #arizona #coyotes","1"
"951364400568561664","Poll Time:(Would you rather?)

#poll #Polls #Time #home #House #HomeTown #MeToo #month #life #win #news @USER01 @USER02 @USER03 @USER04 @USER05 #CountryDuty #vote #MAGA #JusticeForZainab #wrong #Police #SafetyFirst #safe @USER06 @USER07 
RT:counterclockwise_arrows_button:","1"
"944240867513999360","U Ow My RESPECT @USER01
#RohitSharma #rohit #INDvsSL #INDvSL #rohit200 #hitman #NewIsEzee #2GScamVerdict #ApolloXCFC #Jerusalem #SalmanKhan #Israel #MeToo #TigerZindaHaiReview #YouDidWellJonghyun #bluepassport #Bitcoin #الكويت_السعودية #BuenViernes #خليجي23 #Mステ #HODL #BB11 #RT","1"
"977235358575484929",":fast_down_button:ORDER HERE:fast_down_button:
&gt;&gt;URL01_Removed

#BlueTsunami2018 #resist #TheResistance  #BlueTsunami #SnowflakeArmy
#MeToo  #StillMarching #StillWithHer #BlackLivesMatter #WithDreamers","1"
"965246462408974337","URL01_Removed #EXO_D_O #GoldenHobiDay #SGRacing #MeToo Russia #PyeongChang2018 #ChineseNewYear #Malaysia #オリンピックレコード #이상화_선수","1"
"922599341860286464","HEROIN PROOF UR KIDS!
URL01_Removed #dwts #colorado #stars #redwings #survivor #heroin #aa #na #iowa #nbc #cnn #kuwtk #lhhh #metoo","1"
"1034521637473923072","Mom, dad!!!!! Obama fucked my ass!
#MeToo","1"
"931936114142793728","Blue :sweat_droplets::revolving_hearts: #dm #dmme #follow #followbach #follo #follow4follow #girl #hot #xxx #Incredibles2 #sex #porn #pussy #MeToo… URL01_Removed","1"
"1042852353316020224","PLEASUR
#FelizJueves #YahooAMS #MeToo #BCFC #Girls #Women #Mujer #Salud #Colicos #Vitaminas #Minerales #Girl #menstruacion #belleza #body #CDMX #Venta #Orgasmos #infeccion #Menopausia #ereccion #lubricacion #Genital #pasion #sex #sexo #fit
URL01_Removed","1"
"920139870642647040","Top 10 ⒼⓄⓄⒼⓁⒺ Trends over the past 24 hours: ➊ Dahoam is Dahoam ➋ #metoo ➌ Schändung ➍ Ed Sheeran 2017/10/17 06:09 CEST","1"
"967596203897581569","Great:two_hearts::two_hearts: designss ...have a look:heavy_check_mark:
URL01_Removed
Dont forget to share:man_and_woman_holding_hands:and subscribe :thumbs_up::thumbs_up::red_heart:
#art #today #skill #initiative #share #wedding #designs #artist #sridevi #HBLPSL #curling #SunriseAP #Syria #gold #HumanRights #insiders #ThunderUp #MeToo","1"
"971755596167905281","GIRLS! WE RUN THIS MOTHA! GIRLS! 
:globe_showing_Europe-Africa::flexed_biceps_light_skin_tone::woman_judge_light_skin_tone::woman_police_officer_medium_skin_tone::woman_health_worker_medium-light_skin_tone::woman_singer_dark_skin_tone::crown::woman_cook_medium_skin_tone::folded_hands_light_skin_tone::globe_showing_Europe-Africa:
#internationalwomensday #iwd2018 #powerfulwomen #pixangels #TimesUp #MeToo #Inspire #revolution #girlpower #superwomen URL01_Removed","1"
"980026037613551616","34  DOG 14 RACISM 21 SPACE 22 IRAN 14 FBI 31 MILITARY 13 NASA 12 ARREST 28 LAWSUIT 17 COURT 14 FIIRE 12 CONGRESS 25… URL01_Removed","1"
"1000196833996693505","What Is This LIVE on Podtrash &amp; YouTube URL01_Removed 917-477-7701 or wushdishmeen on Skype. @USER01 @USER02 @USER03 @USER04 @USER05 @USER06 @USER07 @USER08 @USER09 @USER10 @USER11 @USER12 #Podcast #Live #metoo","1"
"1041468304374693888","Doesn’t protect kids #votethemout #metoo⁠ ⁠#kidstoo #passcva #nysenate #pedophilepediatrician #timesup⁠
#cynthiaforny #francismaxwell #cuomo #flanaganfail #clearyforsenate #boysscouts #catholic #Jewish  #atheist #shaunking #vote #BlueWave #NYPassCVA #medicaid #ready #hashtag URL01_Removed","1"
"995359068800811008",":black_heart::white_circle:ANGELS STATUS::raising_hands::crystal_ball:Intl:purple_heart:Angels:police_car_light:All:globe_with_meridians:32+1:globe_showing_Europe-Africa::star_of_David:AD33:moai:
:red_heart::black_heart:REVOLUTION&amp;ROMANCE
SECRET CODE:82 #Cannes2018 'Kicked-Off' NOW @USER01 #METOO 50:50

All:globe_with_meridians:Districts Saying 82 SWIFT&amp; GIRLS:rainbow::crown:@USER02 :woman_dancing:@USER03 :infinity::crown:@USER04 :crown:@USER05 Amazing:face_blowing_a_kiss::thumbs_up_dark_skin_tone: URL01_Removed","1"
"1045823502543020033","SEPTEMBER 28TH, -2018 FRIDAY ACTIVELY PROTESTING my #GvRnMnT 'PLEASE HELP #IZUA #nochildleftbehind:prohibited:'[BUSH1048] 'JOIN #NoWar for #WORLDPEACE'[OBAMA3628] '#NoNuke$ #NoRape'[IZUA1099] #MeToo @USER01 @USER02 @USER03 @USER04 @USER05 @USER06 @USER07 @USER08 @USER09 @USER10 URL01_Removed","1"
"932730302983700480","Al Franken&amp;#8217;s Military &amp;#8216;Escort&amp;#8217; on USO Tour Disputes Leeann Tweeden Claims -  URL01_Removed       #AlFrankenforPres #supportAlFranken #PoliticalHitJob #ImprovPlay #ICallBS #DidNotHappen #ImWithAl #MeToo #UhNoLeeann #Ur5MinsAreUpLeeann #NoBookDeal4Leean","1"
"1015265505899372544","Freaky Friday @USER01 #fridayfeeling #FridayFun #Musica #Mステ #MeToo #bb20 #WorldCup #Wimbledon #TeenChoice #agastyabhardwaj #InternationalKissingDay #PRODUCE48 #ChoiceFandom #BTSARMY #singer #FRA #fortnite #Gold #Job #love #URUFRA #URU #NowPlaying #FridayMotivation URL01_Removed","1"
"973050850380779520","Donald Trump not the first president to consider the press the enemy
#ImpeachTrump #VoteThemOut #TrumpLies #Resist #Resign #UniteBlue #TrumpTrain #MAGA #ImWithHer #MeToo #TrumpTaxScam #GOPTaxScam #ClimateChange #Jobs #NoBanNoWall URL01_Removed","1"
"921632011592204288","⒈ #DHDEN17 ⒉ #kdting ⒊ Martin Timell ⒋ #idolSE ⒌ #metoo 2017/10/21 08:51 CEST #trndnl URL01_Removed …","1"
